founder_location,education_level,funding_access,gender,patent_novelty,research_support,market_demand,competitor_density,team_experience,feasibility_label
1,0,0,1,71.0,51.0,57.0,63.0,58.0,0
1,0,0,1,52.0,21.0,57.0,43.0,60.0,0
0,0,1,0,61.0,74.0,48.0,37.0,56.0,0
0,0,0,1,95.0,82.0,49.0,59.0,84.0,0
1,0,0,1,46.0,12.0,42.0,11.0,98.0,0
0,0,1,1,27.0,99.0,72.0,35.0,51.0,1
1,0,0,1,42.0,18.0,40.0,60.0,27.0,0
0,0,0,1,83.0,60.0,77.0,56.0,37.0,0
1,1,1,1,39.0,25.0,44.0,35.0,64.0,1
0,0,0,1,35.0,97.0,46.0,93.0,52.0,0
1,0,0,1,36.0,87.0,83.0,93.0,24.0,0
1,0,1,0,99.0,12.0,79.0,84.0,93.0,1
1,1,1,1,38.0,33.0,57.0,83.0,55.0,1
0,0,1,0,27.0,82.0,33.0,70.0,42.0,0
1,0,0,0,57.0,22.0,51.0,32.0,59.0,0
1,1,0,0,57.0,11.0,68.0,46.0,24.0,0
1,1,0,0,72.0,80.0,63.0,50.0,53.0,1
1,0,0,1,50.0,30.0,73.0,61.0,43.0,0
1,1,0,0,63.0,28.0,71.0,92.0,36.0,0
1,0,0,1,79.0,98.0,69.0,91.0,90.0,1
1,0,1,1,95.0,56.0,41.0,58.0,41.0,1
1,0,0,1,36.0,31.0,31.0,36.0,34.0,0
1,0,0,0,98.0,84.0,57.0,15.0,34.0,1
0,1,0,1,92.0,42.0,96.0,83.0,44.0,0
0,0,0,1,58.0,41.0,39.0,75.0,72.0,0
1,0,0,1,61.0,73.0,86.0,33.0,40.0,1
1,1,0,1,67.0,94.0,66.0,47.0,85.0,1
1,1,0,1,31.0,48.0,93.0,37.0,51.0,1
1,0,0,1,37.0,93.0,69.0,37.0,40.0,0
0,1,1,1,98.0,81.0,89.0,75.0,87.0,1
0,0,1,1,25.0,51.0,77.0,70.0,63.0,0
1,1,0,0,62.0,18.0,48.0,55.0,85.0,0
0,1,0,1,54.0,34.0,62.0,78.0,33.0,0
1,1,1,0,73.0,98.0,73.0,84.0,34.0,1
0,0,1,1,81.0,11.0,66.0,83.0,39.0,0
1,0,0,1,88.0,28.0,65.0,52.0,53.0,0
1,0,1,1,35.0,29.0,50.0,68.0,55.0,0
1,0,0,1,27.0,79.0,31.0,11.0,28.0,0
1,0,1,1,50.0,26.0,60.0,24.0,90.0,1
0,1,1,1,29.0,98.0,59.0,46.0,49.0,1
1,0,0,1,75.0,77.0,73.0,80.0,96.0,1
1,0,1,1,95.0,93.0,41.0,29.0,82.0,1
0,1,0,0,89.0,12.0,80.0,44.0,54.0,0
1,0,1,1,39.0,96.0,78.0,43.0,32.0,1
1,1,0,1,24.0,60.0,53.0,95.0,98.0,0
1,0,1,0,42.0,91.0,53.0,40.0,65.0,1
1,0,0,1,28.0,35.0,89.0,96.0,75.0,0
1,0,0,0,77.0,65.0,40.0,28.0,28.0,0
1,0,0,1,78.0,73.0,42.0,77.0,55.0,0
1,1,1,1,99.0,17.0,93.0,33.0,22.0,1
1,0,1,1,73.0,90.0,49.0,93.0,38.0,1
0,0,1,0,65.0,46.0,57.0,48.0,47.0,0
0,0,1,0,41.0,36.0,31.0,63.0,42.0,0
0,0,0,0,83.0,54.0,72.0,48.0,26.0,0
1,1,0,1,27.0,13.0,37.0,26.0,95.0,0
1,0,0,1,39.0,95.0,42.0,28.0,33.0,0
0,1,0,1,70.0,99.0,64.0,57.0,65.0,1
1,1,0,1,97.0,97.0,52.0,44.0,34.0,1
0,0,0,1,58.0,46.0,75.0,41.0,86.0,0
1,1,0,1,56.0,80.0,44.0,56.0,34.0,0
1,0,0,1,69.0,42.0,31.0,56.0,70.0,0
1,0,0,1,53.0,40.0,90.0,73.0,27.0,0
1,0,0,1,94.0,64.0,93.0,55.0,88.0,1
1,1,1,0,52.0,21.0,81.0,44.0,81.0,1
0,1,1,0,50.0,20.0,65.0,26.0,70.0,0
0,0,1,1,73.0,97.0,96.0,51.0,82.0,1
1,1,0,0,63.0,81.0,98.0,38.0,87.0,1
1,0,0,1,53.0,41.0,96.0,79.0,97.0,1
1,0,1,1,90.0,66.0,76.0,26.0,35.0,1
1,0,0,1,81.0,47.0,31.0,90.0,43.0,0
1,1,0,1,42.0,69.0,73.0,23.0,25.0,1
1,1,0,0,65.0,95.0,93.0,33.0,76.0,1
1,0,0,1,75.0,28.0,57.0,66.0,50.0,0
1,0,0,1,26.0,93.0,83.0,59.0,25.0,0
0,0,0,1,80.0,65.0,96.0,66.0,98.0,1
1,0,0,1,22.0,23.0,65.0,70.0,48.0,0
0,0,0,1,57.0,42.0,92.0,48.0,86.0,0
1,1,0,1,53.0,19.0,54.0,64.0,94.0,0
1,0,1,1,63.0,89.0,77.0,45.0,22.0,1
0,0,0,0,49.0,73.0,68.0,46.0,47.0,0
1,0,0,1,36.0,73.0,76.0,23.0,93.0,1
1,1,1,1,78.0,71.0,50.0,36.0,67.0,1
0,1,0,1,29.0,77.0,59.0,92.0,99.0,0
0,0,0,1,37.0,52.0,60.0,40.0,29.0,0
1,1,0,1,64.0,89.0,55.0,82.0,52.0,1
1,0,0,1,78.0,68.0,51.0,90.0,86.0,0
1,0,0,1,81.0,61.0,50.0,92.0,88.0,0
1,0,1,0,78.0,28.0,30.0,53.0,31.0,0
1,0,0,1,68.0,30.0,66.0,77.0,76.0,0
1,0,0,0,82.0,31.0,75.0,57.0,63.0,0
1,1,0,0,51.0,18.0,38.0,66.0,32.0,0
1,1,0,1,29.0,18.0,46.0,84.0,43.0,0
1,1,0,1,30.0,82.0,76.0,31.0,63.0,1
0,0,0,1,89.0,36.0,88.0,13.0,76.0,1
0,0,0,0,81.0,26.0,83.0,90.0,35.0,0
1,1,0,1,66.0,53.0,41.0,81.0,40.0,0
1,0,0,1,53.0,54.0,93.0,55.0,95.0,1
1,0,0,1,36.0,17.0,35.0,68.0,70.0,0
0,0,1,1,73.0,89.0,82.0,43.0,40.0,1
0,1,0,1,95.0,27.0,45.0,20.0,79.0,1
0,0,0,1,59.0,42.0,34.0,40.0,70.0,0
0,0,0,1,38.0,10.0,75.0,20.0,40.0,0
1,1,1,0,86.0,85.0,43.0,65.0,25.0,1
0,0,0,1,72.0,15.0,73.0,47.0,92.0,0
1,0,0,1,83.0,50.0,92.0,30.0,84.0,1
1,0,1,1,66.0,64.0,81.0,19.0,95.0,1
0,0,1,0,25.0,14.0,55.0,35.0,77.0,0
1,1,0,1,35.0,68.0,82.0,17.0,97.0,1
1,0,0,1,91.0,89.0,58.0,17.0,25.0,1
0,0,1,1,37.0,27.0,48.0,69.0,84.0,0
1,1,1,0,71.0,58.0,76.0,81.0,53.0,1
1,1,1,1,67.0,91.0,37.0,43.0,75.0,1
1,1,0,1,62.0,74.0,52.0,25.0,94.0,1
0,0,0,1,58.0,92.0,64.0,22.0,22.0,0
1,0,0,0,68.0,63.0,82.0,96.0,61.0,0
1,1,1,1,31.0,70.0,87.0,85.0,81.0,1
0,1,0,1,29.0,17.0,34.0,31.0,25.0,0
1,0,0,0,90.0,12.0,45.0,36.0,25.0,0
1,0,1,0,74.0,34.0,46.0,73.0,82.0,0
1,0,0,1,20.0,78.0,61.0,11.0,39.0,0
0,1,1,0,68.0,64.0,81.0,35.0,40.0,1
1,0,0,0,55.0,49.0,49.0,92.0,21.0,0
0,0,0,1,40.0,92.0,95.0,78.0,75.0,0
0,0,0,1,56.0,91.0,30.0,93.0,29.0,0
0,1,1,0,43.0,59.0,87.0,39.0,89.0,1
0,1,0,1,74.0,42.0,73.0,17.0,42.0,0
0,0,0,0,44.0,27.0,35.0,47.0,49.0,0
0,1,1,0,26.0,66.0,79.0,70.0,97.0,1
1,1,0,0,90.0,25.0,49.0,90.0,56.0,0
0,0,0,1,90.0,89.0,43.0,74.0,74.0,0
0,0,0,0,43.0,47.0,34.0,76.0,68.0,0
1,0,0,0,30.0,50.0,70.0,55.0,53.0,0
1,1,0,1,92.0,16.0,69.0,99.0,63.0,1
1,0,0,1,31.0,87.0,63.0,81.0,41.0,0
0,1,0,0,54.0,62.0,74.0,52.0,50.0,0
0,1,0,1,82.0,72.0,56.0,68.0,26.0,0
0,0,0,0,87.0,98.0,73.0,55.0,40.0,0
0,1,0,1,76.0,41.0,62.0,81.0,35.0,0
0,0,0,1,32.0,47.0,62.0,44.0,39.0,0
0,0,0,1,42.0,31.0,73.0,48.0,62.0,0
0,1,0,1,58.0,25.0,49.0,60.0,63.0,0
0,1,0,1,99.0,61.0,65.0,13.0,66.0,1
1,0,0,0,31.0,38.0,36.0,89.0,38.0,0
0,1,1,1,53.0,25.0,61.0,86.0,67.0,0
0,1,0,0,90.0,85.0,96.0,93.0,98.0,1
1,0,1,1,94.0,26.0,68.0,60.0,88.0,1
1,1,1,1,50.0,73.0,53.0,14.0,30.0,1
0,0,0,1,81.0,98.0,99.0,64.0,98.0,1
1,0,0,1,32.0,22.0,83.0,29.0,48.0,0
1,0,0,1,50.0,81.0,67.0,33.0,64.0,1
0,1,1,1,21.0,65.0,61.0,45.0,87.0,1
1,1,0,0,34.0,14.0,74.0,43.0,55.0,0
1,0,0,1,76.0,21.0,90.0,63.0,67.0,0
0,0,0,1,94.0,50.0,99.0,43.0,34.0,0
0,1,1,1,53.0,12.0,82.0,92.0,63.0,0
1,0,1,1,87.0,42.0,80.0,26.0,86.0,1
1,1,0,0,94.0,95.0,85.0,14.0,93.0,1
0,1,0,1,48.0,59.0,56.0,98.0,59.0,0
0,0,0,1,85.0,65.0,67.0,27.0,33.0,0
0,1,0,0,35.0,18.0,91.0,64.0,82.0,0
1,0,1,1,58.0,91.0,47.0,62.0,70.0,1
1,1,0,1,96.0,59.0,93.0,59.0,98.0,1
0,1,0,1,56.0,38.0,59.0,81.0,77.0,0
1,1,0,1,40.0,48.0,78.0,88.0,34.0,0
1,0,1,0,63.0,54.0,70.0,54.0,84.0,1
0,1,1,1,38.0,26.0,42.0,22.0,74.0,0
0,0,0,1,90.0,65.0,63.0,25.0,95.0,1
1,0,1,1,27.0,55.0,54.0,95.0,29.0,0
1,0,0,1,96.0,76.0,95.0,93.0,61.0,1
1,0,0,0,85.0,78.0,47.0,22.0,30.0,0
1,0,0,0,60.0,23.0,34.0,29.0,35.0,0
0,1,0,1,94.0,76.0,48.0,75.0,92.0,1
1,1,0,1,89.0,32.0,71.0,56.0,97.0,1
1,0,1,1,80.0,70.0,47.0,28.0,38.0,1
0,1,0,0,45.0,32.0,61.0,54.0,50.0,0
0,0,0,1,90.0,36.0,50.0,46.0,92.0,0
0,1,0,1,89.0,63.0,39.0,63.0,72.0,0
0,1,0,1,48.0,19.0,66.0,15.0,27.0,0
0,0,1,0,85.0,98.0,78.0,23.0,43.0,1
0,1,0,1,38.0,86.0,42.0,13.0,27.0,0
0,0,0,1,87.0,25.0,84.0,95.0,67.0,0
0,0,1,1,77.0,50.0,46.0,64.0,49.0,0
1,1,0,1,89.0,64.0,38.0,43.0,77.0,1
1,0,0,1,76.0,70.0,73.0,36.0,74.0,1
1,0,0,1,56.0,95.0,75.0,16.0,92.0,1
1,0,0,1,80.0,90.0,37.0,12.0,81.0,1
1,1,1,0,49.0,96.0,66.0,56.0,67.0,1
0,0,1,1,90.0,58.0,48.0,11.0,23.0,1
1,0,0,0,92.0,82.0,92.0,89.0,56.0,1
1,1,1,1,44.0,61.0,75.0,34.0,27.0,1
1,1,0,1,84.0,11.0,55.0,69.0,20.0,0
1,0,0,1,25.0,59.0,75.0,88.0,89.0,0
0,0,0,1,37.0,95.0,75.0,33.0,66.0,0
0,0,0,0,29.0,52.0,43.0,24.0,94.0,0
0,0,0,1,30.0,86.0,92.0,23.0,24.0,0
1,0,0,1,84.0,17.0,32.0,63.0,69.0,0
1,1,1,0,96.0,68.0,57.0,87.0,43.0,1
0,1,0,1,84.0,74.0,58.0,15.0,66.0,1
1,1,0,0,71.0,90.0,47.0,87.0,37.0,0
1,0,0,1,86.0,21.0,64.0,90.0,47.0,0
0,1,0,1,97.0,13.0,76.0,27.0,96.0,1
0,0,0,0,50.0,86.0,34.0,29.0,24.0,0
0,1,0,1,36.0,50.0,88.0,71.0,49.0,0
0,1,1,0,74.0,16.0,88.0,90.0,20.0,0
0,0,0,0,55.0,96.0,76.0,89.0,65.0,0
0,1,0,0,45.0,97.0,42.0,49.0,88.0,0
0,0,0,1,72.0,78.0,62.0,48.0,50.0,0
0,1,0,1,36.0,78.0,91.0,61.0,89.0,1
1,0,0,1,44.0,90.0,45.0,41.0,75.0,0
0,0,1,0,21.0,39.0,73.0,82.0,47.0,0
1,1,0,0,24.0,82.0,87.0,36.0,35.0,0
1,0,0,1,23.0,15.0,35.0,61.0,73.0,0
1,1,0,1,55.0,98.0,44.0,72.0,72.0,1
0,0,0,1,25.0,28.0,33.0,83.0,31.0,0
0,1,0,0,40.0,89.0,85.0,72.0,39.0,0
1,1,1,1,96.0,94.0,93.0,26.0,53.0,1
1,0,0,1,45.0,75.0,97.0,58.0,72.0,1
1,0,1,1,74.0,19.0,63.0,90.0,83.0,1
0,0,0,1,58.0,25.0,85.0,91.0,42.0,0
0,0,1,0,52.0,46.0,61.0,32.0,46.0,0
1,0,0,1,33.0,88.0,38.0,81.0,36.0,0
1,1,0,1,75.0,86.0,92.0,22.0,67.0,1
1,1,0,1,40.0,86.0,62.0,32.0,40.0,1
1,1,1,1,65.0,41.0,50.0,66.0,69.0,1
0,1,0,1,35.0,56.0,84.0,71.0,59.0,0
1,1,0,1,35.0,81.0,86.0,63.0,22.0,1
0,1,0,0,48.0,52.0,31.0,29.0,36.0,0
0,0,1,1,27.0,91.0,42.0,95.0,80.0,0
1,1,0,1,22.0,45.0,33.0,61.0,69.0,0
1,1,1,1,38.0,35.0,79.0,32.0,25.0,1
0,0,0,1,85.0,19.0,77.0,44.0,47.0,0
0,0,0,0,98.0,40.0,59.0,76.0,91.0,0
1,0,0,1,93.0,38.0,58.0,43.0,74.0,1
0,0,1,1,41.0,14.0,37.0,42.0,77.0,0
1,1,0,0,65.0,86.0,41.0,55.0,64.0,1
0,0,1,1,32.0,10.0,70.0,90.0,91.0,0
1,0,0,0,52.0,96.0,55.0,54.0,38.0,0
1,1,0,1,24.0,12.0,79.0,28.0,48.0,0
0,0,0,1,96.0,76.0,31.0,96.0,42.0,0
0,0,0,1,46.0,80.0,84.0,24.0,51.0,0
0,0,1,1,97.0,44.0,85.0,87.0,29.0,1
0,1,1,1,43.0,24.0,43.0,75.0,68.0,0
1,1,1,1,86.0,76.0,35.0,48.0,84.0,1
0,0,1,1,82.0,39.0,90.0,27.0,48.0,1
1,1,0,1,67.0,91.0,41.0,79.0,78.0,1
0,0,0,1,82.0,84.0,42.0,68.0,64.0,0
1,1,1,0,97.0,52.0,48.0,41.0,86.0,1
1,1,0,1,31.0,69.0,73.0,30.0,70.0,1
1,1,1,0,47.0,49.0,88.0,49.0,30.0,1
1,0,1,1,63.0,74.0,66.0,36.0,25.0,1
1,1,0,1,62.0,38.0,54.0,11.0,86.0,1
0,1,1,1,36.0,83.0,45.0,89.0,81.0,1
1,0,0,1,59.0,28.0,67.0,48.0,24.0,0
1,1,0,1,68.0,12.0,72.0,95.0,28.0,0
1,0,0,1,76.0,45.0,43.0,65.0,47.0,0
0,1,0,0,83.0,52.0,35.0,22.0,96.0,0
1,0,0,0,94.0,24.0,52.0,65.0,57.0,0
1,1,0,0,76.0,50.0,89.0,75.0,62.0,1
0,0,1,1,93.0,99.0,41.0,87.0,40.0,1
0,0,1,0,93.0,89.0,42.0,65.0,81.0,1
1,0,0,1,89.0,45.0,35.0,37.0,65.0,0
1,0,0,1,95.0,93.0,92.0,73.0,89.0,1
1,0,1,0,62.0,86.0,67.0,80.0,57.0,1
0,0,0,1,42.0,42.0,79.0,91.0,68.0,0
1,0,0,1,46.0,14.0,81.0,73.0,94.0,0
0,0,0,0,77.0,87.0,69.0,65.0,58.0,0
0,0,0,1,56.0,96.0,37.0,50.0,90.0,0
0,1,0,1,25.0,23.0,90.0,50.0,49.0,0
1,0,1,1,84.0,77.0,37.0,13.0,40.0,1
1,1,0,1,25.0,92.0,63.0,66.0,20.0,0
1,1,0,1,69.0,56.0,89.0,39.0,51.0,1
0,1,0,1,41.0,63.0,86.0,97.0,27.0,0
1,0,0,0,44.0,13.0,75.0,93.0,88.0,0
0,1,0,1,98.0,92.0,51.0,55.0,49.0,1
1,0,1,1,91.0,18.0,69.0,65.0,27.0,1
1,0,1,0,70.0,62.0,74.0,40.0,38.0,1
0,0,0,1,67.0,86.0,84.0,97.0,78.0,0
1,1,1,1,89.0,87.0,80.0,16.0,74.0,1
0,0,1,1,84.0,69.0,34.0,99.0,49.0,0
1,0,1,1,79.0,55.0,42.0,86.0,98.0,1
1,1,0,1,65.0,63.0,57.0,63.0,55.0,1
0,1,0,1,55.0,83.0,91.0,17.0,74.0,1
1,0,0,1,77.0,46.0,53.0,64.0,63.0,0
0,0,0,1,95.0,32.0,36.0,78.0,46.0,0
1,1,0,1,57.0,36.0,67.0,53.0,96.0,1
1,0,0,1,30.0,79.0,66.0,22.0,97.0,1
1,0,1,1,31.0,99.0,97.0,29.0,73.0,1
0,0,1,1,61.0,75.0,71.0,87.0,67.0,1
1,1,1,1,58.0,70.0,34.0,41.0,49.0,1
1,1,0,1,90.0,86.0,93.0,69.0,58.0,1
0,1,0,0,30.0,60.0,79.0,59.0,32.0,0
0,1,0,1,55.0,59.0,44.0,36.0,35.0,0
1,0,0,1,71.0,28.0,82.0,34.0,63.0,1
1,0,0,0,50.0,10.0,54.0,61.0,90.0,0
1,0,0,1,52.0,49.0,38.0,77.0,46.0,0
1,0,0,1,32.0,41.0,67.0,30.0,64.0,0
1,0,1,1,37.0,31.0,51.0,27.0,54.0,1
0,1,0,0,60.0,75.0,78.0,48.0,98.0,1
0,1,1,1,77.0,49.0,97.0,24.0,47.0,1
0,1,0,1,75.0,47.0,44.0,62.0,26.0,0
1,0,0,0,43.0,57.0,94.0,47.0,81.0,0
0,1,0,1,92.0,64.0,83.0,57.0,70.0,1
1,1,0,1,50.0,84.0,59.0,61.0,65.0,1
1,0,0,0,74.0,90.0,49.0,97.0,39.0,0
1,1,0,1,29.0,64.0,62.0,81.0,57.0,0
0,0,0,1,79.0,60.0,36.0,37.0,80.0,0
1,0,0,1,21.0,69.0,37.0,94.0,51.0,0
0,0,0,0,34.0,17.0,57.0,25.0,45.0,0
1,0,1,0,22.0,95.0,74.0,25.0,77.0,1
0,0,0,0,62.0,77.0,40.0,44.0,58.0,0
0,1,1,1,50.0,84.0,60.0,26.0,39.0,1
1,1,0,1,89.0,81.0,41.0,82.0,69.0,1
0,1,1,0,86.0,18.0,80.0,61.0,98.0,1
0,1,1,0,75.0,99.0,73.0,91.0,71.0,1
1,0,0,1,82.0,11.0,79.0,21.0,41.0,0
1,1,0,1,94.0,89.0,46.0,92.0,72.0,1
1,0,1,1,34.0,79.0,64.0,57.0,85.0,1
1,0,0,1,29.0,94.0,30.0,31.0,62.0,0
1,0,0,1,57.0,99.0,58.0,58.0,42.0,0
0,0,0,0,66.0,68.0,80.0,61.0,96.0,0
0,0,1,1,76.0,28.0,93.0,88.0,83.0,1
0,0,1,1,69.0,37.0,33.0,10.0,28.0,0
1,0,0,1,90.0,81.0,57.0,75.0,26.0,0
1,1,0,1,34.0,23.0,45.0,73.0,60.0,0
1,0,0,0,37.0,33.0,92.0,17.0,73.0,0
1,0,0,0,21.0,53.0,82.0,95.0,84.0,0
1,0,1,1,62.0,65.0,46.0,34.0,21.0,1
0,1,0,0,45.0,99.0,69.0,75.0,23.0,0
1,0,0,0,90.0,60.0,42.0,82.0,97.0,0
1,0,0,0,57.0,41.0,81.0,82.0,51.0,0
1,0,1,0,61.0,59.0,87.0,86.0,21.0,0
0,0,0,1,24.0,50.0,66.0,79.0,83.0,0
1,0,0,0,30.0,75.0,90.0,88.0,33.0,0
1,0,0,1,84.0,34.0,63.0,60.0,39.0,0
1,0,0,1,53.0,70.0,99.0,62.0,68.0,1
1,0,0,1,20.0,75.0,46.0,24.0,27.0,0
1,0,0,0,21.0,51.0,49.0,59.0,82.0,0
1,1,0,1,39.0,74.0,88.0,80.0,65.0,1
0,0,1,0,80.0,45.0,98.0,84.0,40.0,0
1,0,1,1,40.0,85.0,62.0,47.0,51.0,1
1,0,1,1,87.0,18.0,46.0,49.0,27.0,1
1,1,0,1,31.0,45.0,86.0,75.0,35.0,0
1,0,1,1,41.0,47.0,30.0,48.0,59.0,0
1,0,0,1,39.0,42.0,42.0,83.0,46.0,0
1,1,0,1,20.0,51.0,56.0,26.0,37.0,0
1,0,0,1,49.0,70.0,99.0,16.0,54.0,1
0,0,0,1,43.0,55.0,88.0,48.0,71.0,0
1,0,0,1,33.0,95.0,35.0,77.0,34.0,0
1,1,0,1,55.0,98.0,52.0,44.0,82.0,1
0,0,0,1,88.0,70.0,39.0,60.0,72.0,0
1,1,0,1,94.0,27.0,80.0,56.0,85.0,1
1,1,0,1,43.0,79.0,48.0,45.0,50.0,1
1,0,0,1,79.0,91.0,80.0,73.0,80.0,1
1,0,0,0,74.0,89.0,97.0,98.0,83.0,1
0,0,1,1,96.0,24.0,71.0,22.0,53.0,1
0,0,1,0,99.0,57.0,86.0,27.0,74.0,1
0,0,0,1,43.0,81.0,97.0,30.0,78.0,1
1,1,0,0,96.0,22.0,67.0,74.0,22.0,0
0,1,0,0,43.0,52.0,91.0,17.0,36.0,0
0,1,1,1,73.0,69.0,36.0,57.0,97.0,1
0,0,0,1,45.0,66.0,79.0,94.0,97.0,0
1,1,0,0,85.0,80.0,81.0,52.0,65.0,1
1,1,0,1,99.0,26.0,55.0,62.0,57.0,1
0,1,0,0,57.0,59.0,55.0,94.0,54.0,0
0,0,0,0,84.0,41.0,48.0,36.0,20.0,0
1,1,1,1,94.0,31.0,38.0,28.0,48.0,1
1,0,0,1,70.0,64.0,90.0,32.0,23.0,1
0,0,0,0,54.0,66.0,49.0,59.0,80.0,0
1,0,1,1,62.0,22.0,79.0,60.0,36.0,1
0,1,1,0,48.0,56.0,51.0,52.0,47.0,0
0,1,0,1,56.0,96.0,42.0,60.0,69.0,0
1,0,0,1,77.0,71.0,41.0,78.0,27.0,0
1,0,0,1,73.0,63.0,39.0,50.0,53.0,0
1,0,1,1,58.0,38.0,94.0,81.0,78.0,1
0,0,0,1,61.0,31.0,59.0,20.0,37.0,0
1,0,1,1,47.0,74.0,37.0,89.0,78.0,1
1,0,0,0,48.0,38.0,50.0,97.0,46.0,0
0,1,0,1,62.0,57.0,51.0,94.0,35.0,0
1,0,0,1,22.0,14.0,47.0,61.0,29.0,0
0,0,0,0,29.0,44.0,95.0,32.0,95.0,0
1,0,0,0,78.0,83.0,77.0,58.0,41.0,0
0,1,0,1,33.0,92.0,73.0,47.0,35.0,0
1,1,0,1,95.0,80.0,38.0,56.0,31.0,1
0,1,1,0,66.0,55.0,96.0,81.0,94.0,1
1,0,0,0,61.0,44.0,83.0,16.0,70.0,0
1,0,1,1,51.0,54.0,55.0,75.0,20.0,0
1,0,0,1,51.0,22.0,55.0,86.0,46.0,0
0,1,0,1,61.0,19.0,63.0,71.0,86.0,0
1,1,0,1,51.0,75.0,37.0,96.0,31.0,0
0,1,0,0,45.0,79.0,39.0,38.0,49.0,0
1,1,1,1,20.0,81.0,77.0,47.0,28.0,1
0,1,0,1,75.0,34.0,84.0,93.0,72.0,0
0,0,0,1,21.0,53.0,83.0,42.0,80.0,0
0,1,0,0,49.0,69.0,69.0,38.0,73.0,0
1,0,0,1,90.0,56.0,44.0,88.0,56.0,0
1,0,0,1,71.0,49.0,47.0,32.0,84.0,1
0,0,1,1,28.0,16.0,52.0,12.0,61.0,0
1,0,1,1,41.0,55.0,91.0,54.0,68.0,1
1,0,0,0,53.0,32.0,75.0,17.0,23.0,0
1,0,0,1,68.0,92.0,68.0,95.0,83.0,1
1,0,0,1,20.0,55.0,44.0,38.0,98.0,0
1,0,0,1,92.0,95.0,82.0,11.0,70.0,1
1,0,0,1,72.0,22.0,93.0,59.0,91.0,1
0,0,0,1,59.0,30.0,92.0,74.0,79.0,0
0,0,0,1,64.0,10.0,45.0,29.0,98.0,0
1,0,0,1,87.0,28.0,99.0,61.0,50.0,1
1,1,0,0,28.0,69.0,95.0,94.0,91.0,1
0,1,0,1,41.0,42.0,42.0,46.0,77.0,0
0,1,0,1,37.0,13.0,76.0,81.0,23.0,0
1,1,0,1,95.0,12.0,38.0,36.0,41.0,0
1,0,1,1,62.0,61.0,92.0,56.0,22.0,1
0,1,0,1,58.0,37.0,63.0,15.0,98.0,1
0,0,0,1,92.0,79.0,58.0,69.0,66.0,0
1,0,0,1,25.0,79.0,66.0,54.0,57.0,0
1,1,1,1,67.0,64.0,72.0,53.0,52.0,1
0,0,0,1,26.0,66.0,93.0,92.0,97.0,0
0,1,0,0,99.0,96.0,53.0,27.0,67.0,1
0,1,0,0,88.0,25.0,63.0,74.0,84.0,0
1,1,1,1,35.0,33.0,77.0,34.0,45.0,1
0,1,1,0,20.0,78.0,41.0,36.0,27.0,0
0,0,0,0,56.0,50.0,52.0,16.0,69.0,0
1,0,1,1,56.0,86.0,42.0,53.0,99.0,1
0,0,1,1,83.0,56.0,74.0,38.0,57.0,1
1,0,1,1,81.0,85.0,94.0,53.0,29.0,1
0,1,0,1,91.0,78.0,76.0,45.0,61.0,1
0,1,0,1,80.0,40.0,87.0,28.0,56.0,1
0,1,0,1,52.0,39.0,34.0,15.0,45.0,0
1,0,1,0,85.0,27.0,34.0,34.0,31.0,0
1,0,0,1,49.0,53.0,89.0,40.0,68.0,1
1,0,0,1,39.0,36.0,50.0,18.0,33.0,0
0,0,0,1,79.0,35.0,53.0,93.0,65.0,0
1,1,1,1,93.0,69.0,47.0,83.0,54.0,1
0,0,1,1,43.0,27.0,50.0,46.0,48.0,0
0,0,0,0,23.0,98.0,83.0,36.0,31.0,0
1,0,1,1,56.0,65.0,39.0,22.0,63.0,1
0,1,0,1,23.0,40.0,53.0,50.0,85.0,0
0,1,1,1,96.0,68.0,89.0,75.0,21.0,1
0,0,0,0,96.0,11.0,86.0,94.0,78.0,0
0,0,0,1,37.0,48.0,52.0,33.0,36.0,0
0,0,1,1,85.0,70.0,51.0,53.0,29.0,0
1,0,0,0,67.0,72.0,97.0,69.0,37.0,0
1,1,1,1,52.0,27.0,63.0,18.0,41.0,1
1,1,0,1,77.0,26.0,99.0,11.0,77.0,1
1,0,0,1,92.0,48.0,57.0,65.0,72.0,1
0,0,0,1,47.0,80.0,68.0,39.0,20.0,0
0,1,0,1,54.0,63.0,71.0,31.0,80.0,1
0,0,0,1,29.0,85.0,52.0,84.0,50.0,0
1,1,0,1,84.0,44.0,99.0,90.0,50.0,1
0,0,0,0,61.0,20.0,31.0,22.0,85.0,0
1,0,0,1,28.0,70.0,53.0,80.0,38.0,0
1,0,1,0,79.0,53.0,46.0,25.0,72.0,1
1,0,1,0,34.0,77.0,94.0,54.0,95.0,1
1,1,0,1,76.0,34.0,99.0,74.0,93.0,1
0,0,1,1,88.0,57.0,98.0,20.0,41.0,1
1,0,0,1,41.0,41.0,89.0,79.0,42.0,0
1,0,0,1,83.0,93.0,79.0,29.0,34.0,1
0,0,1,1,60.0,13.0,41.0,72.0,45.0,0
1,0,1,0,90.0,47.0,76.0,99.0,22.0,0
1,0,0,1,75.0,72.0,96.0,21.0,39.0,1
1,1,1,1,42.0,56.0,94.0,71.0,59.0,1
1,0,0,1,44.0,10.0,56.0,51.0,58.0,0
1,0,1,1,25.0,12.0,77.0,92.0,91.0,0
0,1,0,1,53.0,95.0,91.0,78.0,37.0,0
0,0,0,1,82.0,71.0,73.0,67.0,60.0,0
